Country;Airport;District;Site;Lat;Long;elevation ft;reports;;;;;;;;;
United Kingdom;62107;;Sevenstones Lightship;50,103;-6,1;0;;;;;;;;;;
United Kingdom;62163;;Brittany Buoy;47,5;-8,5;10;;;;;;;;;;
United Kingdom;62301;;Aberporth Bouy;52,3;-4,5;0;;;;;;;;;;
United Kingdom;62304;;Sandettie Lightship;51,1;1,8;13;;;;;;;;;;
United Kingdom;62305;;Greenwich Lightship;50,4;0;13;;;;;;;;;;
United Kingdom;64045;;K5 Bouy;59,1;-11,4;0;;;;;;;;;;
United Kingdom;64046;;Buoy;60,7;-4,5;13;;;;;;;;;;
United Kingdom;EGAA;NI;Belfast Intl;54,654;-6,225;213;METAR, TAF;;;;;;;;;
United Kingdom;EGAC;NI;Belfast/Harbour Arpt;54,614;-5,873;7;METAR, TAF;;;;;;;;;
United Kingdom;EGAE;NI;Derry/City Arpt;55,043;-7,161;30;METAR, TAF;;;;;;;;;
United Kingdom;EGBB;EN;Birmingham Intl;52,46;-1,758;299;METAR, TAF;;;;;;;;;
United Kingdom;EGBE;EN;Coventry Arpt;52,37;-1,48;269;METAR, TAF;;;;;;;;;
United Kingdom;EGBJ;EN;Gloucestershire Arpt;51,892;-2,161;89;METAR, TAF;;;;;;;;;
United Kingdom;EGCC;EN;Manchester Intl;53,354;-2,275;256;METAR, TAF;;;;;;;;;
United Kingdom;EGCK;WL;Caernarfon Arpt;53,104;-4,34;20;METAR, TAF;;;;;;;;;
United Kingdom;EGCN;EN;Doncaster/Robin Hood;53,475;-1,004;30;METAR, TAF;;;;;;;;;
United Kingdom;EGDB;EN;Plymouth;50,355;-4,121;141;;;;;;;;;;
United Kingdom;EGDC;EN;Chivenor(RAF);51,089;-4,149;26;;;;;;;;;;
United Kingdom;EGDG;EN;Saint Mawgan(RAF);50,438;-4,998;331;;;;;;;;;;
United Kingdom;EGDK;EN;Kemble(RAF);51,667;-2,051;410;;;;;;;;;;
United Kingdom;EGDL;EN;Lyneham(RAF);51,503;-1,992;476;METAR, TAF;;;;;;;;;
United Kingdom;EGDM;EN;Boscombe Down(MIL);51,153;-1,75;400;METAR, TAF;;;;;;;;;
United Kingdom;EGDP;EN;Portland;50,568;-2,45;10;;;;;;;;;;
United Kingdom;EGDR;EN;Culdrose (NAVY);50,084;-5,257;243;METAR, TAF;;;;;;;;;
United Kingdom;EGDX;WL;St Athan(RAF);51,406;-3,435;161;METAR, TAF;;;;;;;;;
United Kingdom;EGDY;EN;Yeovilton Arpt(NAVY);51,006;-2,643;69;METAR, TAF;;;;;;;;;
United Kingdom;EGEC;SC;Campbeltown Arpt;55,437;-5,686;33;METAR, TAF;;;;;;;;;
United Kingdom;EGEO;SC;Oban Arpt;56,464;-5,4;16;METAR, TAF;;;;;;;;;
United Kingdom;EGFF;WL;Cardiff Intl;51,397;-3,343;213;METAR, TAF;;;;;;;;;
United Kingdom;EGFH;WL;Swansea Arpt;51,605;-4,068;276;;;;;;;;;;
United Kingdom;EGGD;EN;Bristol Intl;51,383;-2,719;597;METAR, TAF;;;;;;;;;
United Kingdom;EGGP;EN;Liverpool/Lennon Arpt;53,334;-2,85;75;METAR, TAF;;;;;;;;;
United Kingdom;EGGW;EN;Luton Arpt;51,875;-0,368;522;METAR, TAF;;;;;;;;;
United Kingdom;EGHC;EN;Penzance/Lands End Arpt;50,103;-5,671;384;METAR, TAF;;;;;;;;;
United Kingdom;EGHD;EN;Plymouth/City Arpt;50,423;-4,11;469;METAR, TAF;;;;;;;;;
United Kingdom;EGHE;EN;Scilly Isles/St Marys Arpt;49,914;-6,296;102;METAR, TAF;;;;;;;;;
United Kingdom;EGHH;EN;Bournemouth Intl;50,779;-1,836;30;METAR, TAF;;;;;;;;;
United Kingdom;EGHI;EN;Southampton Intl;50,944;-1,358;43;METAR, TAF;;;;;;;;;
United Kingdom;EGHK;EN;Penzance;50,129;-5,518;16;;;;;;;;;;
United Kingdom;EGHQ;EN;Newquay/Cornwall Arpt;50,438;-4,998;331;METAR, TAF;;;;;;;;;
United Kingdom;EGKA;EN;Shoreham Arpt;50,836;-0,294;7;METAR, TAF;;;;;;;;;
United Kingdom;EGKB;EN;London/Biggin Hill Arpt;51,33;0,033;600;METAR, TAF;;;;;;;;;
United Kingdom;EGKK;EN;London/Gatwick Arpt;51,148;-0,19;190;METAR, TAF;;;;;;;;;
United Kingdom;EGLC;EN;London City Arpt;51,505;0,055;33;METAR, TAF;;;;;;;;;
United Kingdom;EGLF;EN;Farnborough Arpt;51,28;-0,773;213;METAR, TAF;;;;;;;;;
United Kingdom;EGLL;EN;London/Heathrow Intl;51,477;-0,461;85;METAR, TAF;;;;;;;;;
United Kingdom;EGMC;EN;Southend Arpt;51,571;0,696;49;METAR, TAF;;;;;;;;;
United Kingdom;EGMD;EN;Lydd Arpt;50,956;0,939;13;METAR, TAF;;;;;;;;;
United Kingdom;EGMH;EN;Manston/Kent Intl;51,346;1,335;180;METAR, TAF;;;;;;;;;
United Kingdom;EGMW;EN;Lowestoft Harbour;52,471;1,75;16;;;;;;;;;;
United Kingdom;EGNC;EN;Carlisle Arpt;54,94;-2,805;161;METAR, TAF;;;;;;;;;
United Kingdom;EGNH;EN;Blackpool Arpt;53,774;-3,039;33;METAR, TAF;;;;;;;;;
United Kingdom;EGNJ;EN;Humberside Intl;53,58;-0,341;75;METAR, TAF;;;;;;;;;
United Kingdom;EGNL;EN;Walney Island;54,125;-3,258;56;;;;;;;;;;
United Kingdom;EGNM;EN;Leeds Bradford Intl;53,862;-1,665;725;METAR, TAF;;;;;;;;;
United Kingdom;EGNO;EN;Warton Arpt;53,746;-2,889;39;METAR, TAF;;;;;;;;;
United Kingdom;EGNR;WL;Hawarden Arpt;53,175;-2,987;36;METAR, TAF;;;;;;;;;
United Kingdom;EGNT;SC;Newcastle Intl;55,037;-1,702;253;METAR, TAF;;;;;;;;;
United Kingdom;EGNV;EN;Teesside Intl;54,511;-1,418;118;METAR, TAF;;;;;;;;;
United Kingdom;EGNX;EN;Nottingham/E Midlands Arpt;52,833;-1,333;299;METAR, TAF;;;;;;;;;
United Kingdom;EGOD;WL;Llanbedr Arpt;52,803;-4,124;30;;;;;;;;;;
United Kingdom;EGOM;SC;Spadeadam(MET);55,05;-2,554;938;;;;;;;;;;
United Kingdom;EGOP;WL;Pembry Sands(MET);51,714;-4,367;26;;;;;;;;;;
United Kingdom;EGOS;EN;Shawbury Arpt(RAF);52,795;-2,665;249;METAR, TAF;;;;;;;;;
United Kingdom;EGOV;WL;Valley(RAF);53,252;-4,536;36;METAR, TAF;;;;;;;;;
United Kingdom;EGOW;EN;Woodvale(RAF);53,582;-3,055;33;METAR, TAF;;;;;;;;;
United Kingdom;EGOY;SC;West Freugh;54,859;-4,935;36;;;;;;;;;;
United Kingdom;EGPA;SC;Kirkwall Arpt;58,958;-2,905;49;METAR, TAF;;;;;;;;;
United Kingdom;EGPB;SC;Sumburgh Arpt;59,88;-1,296;7;METAR, TAF;;;;;;;;;
United Kingdom;EGPC;SC;Wick Arpt;58,459;-3,093;125;METAR, TAF;;;;;;;;;
United Kingdom;EGPD;SC;Aberdeen Arpt;57,205;-2,205;213;METAR, TAF;;;;;;;;;
United Kingdom;EGPE;SC;Inverness Arpt;57,538;-4,053;23;METAR, TAF;;;;;;;;;
United Kingdom;EGPF;SC;Glasgow Arpt;55,867;-4,433;26;METAR, TAF;;;;;;;;;
United Kingdom;EGPH;SC;Edinburgh Arpt;55,952;-3,36;95;METAR, TAF;;;;;;;;;
United Kingdom;EGPI;SC;Islay Arpt;55,681;-6,25;56;METAR, TAF;;;;;;;;;
United Kingdom;EGPK;SC;Prestwick Intl;55,509;-4,587;46;METAR, TAF;;;;;;;;;
United Kingdom;EGPL;SC;Benbecula Isl Arpt;57,475;-7,364;10;METAR, TAF;;;;;;;;;
United Kingdom;EGPM;SC;Scatsta Arpt;60,433;-1,296;69;METAR, TAF;;;;;;;;;
United Kingdom;EGPN;SC;Dundee Arpt;56,453;-3,026;13;METAR, TAF;;;;;;;;;
United Kingdom;EGPO;SC;Stornoway Arpt;58,215;-6,329;33;METAR, TAF;;;;;;;;;
United Kingdom;EGPT;SC;Perth Arpt;56,437;-3,375;397;;;;;;;;;;
United Kingdom;EGPU;SC;Tiree Island Arpt;56,499;-6,872;39;METAR, TAF;;;;;;;;;
United Kingdom;EGPW;SC;Unst Island;60,748;-0,856;935;;;;;;;;;;
United Kingdom;EGQA;SC;Tain Range;57,825;-3,955;13;;;;;;;;;;
United Kingdom;EGQJ;SC;Machrihanish(RAF);55,441;-5,697;33;;;;;;;;;;
United Kingdom;EGQK;SC;Kinloss(RAF);57,646;-3,563;16;METAR, TAF;;;;;;;;;
United Kingdom;EGQL;SC;Leuchars(RAF);56,377;-2,862;36;METAR, TAF;;;;;;;;;
United Kingdom;EGQM;SC;Boulmer;55,421;-1,601;79;METAR, NEXRAD;;;;;;;;;
United Kingdom;EGQS;SC;Lossiemouth(RAF);57,711;-3,324;20;METAR, TAF;;;;;;;;;
United Kingdom;EGRB;EN;London Weather;51,5;-0,117;36;;;;;;;;;;
United Kingdom;EGRR;EN;Exeter/Bracknell;50,727;-3,475;95;;;;;;;;;;
United Kingdom;EGSC;EN;Cambridge Arpt;52,205;0,175;62;METAR, TAF;;;;;;;;;
United Kingdom;EGSD;EN;Great Yarmouth/N Den;52,634;1,723;7;METAR, TAF;;;;;;;;;
United Kingdom;EGSH;EN;Norwich Intl;52,676;1,283;69;METAR, TAF;;;;;;;;;
United Kingdom;EGSS;EN;London/Stansted Arpt;51,881;0,223;331;METAR, TAF;;;;;;;;;
United Kingdom;EGSY;WL;St Athan Arpt;51,406;-3,434;151;METAR, TAF;;;;;;;;;
United Kingdom;EGTC;EN;Cranfield Arpt;52,072;-0,617;361;METAR, TAF;;;;;;;;;
United Kingdom;EGTE;EN;Exeter Arpt;50,737;-3,406;98;METAR, TAF;;;;;;;;;
United Kingdom;EGTG;EN;Filton Arpt;51,519;-2,591;207;METAR, TAF;;;;;;;;;
United Kingdom;EGTH;EN;Old Warren Arpt;52,087;-0,319;125;;;;;;;;;;
United Kingdom;EGTK;EN;Oxford Arpt;51,838;-1,317;256;METAR, TAF;;;;;;;;;
United Kingdom;EGUA;;Upper Heyford;51,93;-1,25;440;;;;;;;;;;
United Kingdom;EGUB;EN;Benson(RAF);51,62;-1,099;184;METAR, TAF;;;;;;;;;
United Kingdom;EGUC;EN;Aberporth;52,133;-4,567;384;;;;;;;;;;
United Kingdom;EGUF;EN;Farnborough (MIL);51,28;-0,773;213;;;;;;;;;;
United Kingdom;EGUL;EN;Lakenheath(RAF);52,409;0,561;26;METAR, TAF;;;;;;;;;
United Kingdom;EGUM;EN;Manston(RAF);51,346;1,335;164;;;;;;;;;;
United Kingdom;EGUN;EN;Mildenhall(RAF);52,362;0,486;33;METAR, TAF;;;;;;;;;
United Kingdom;EGUO;EN;Colerne(RAF);51,439;-2,286;584;METAR, TAF;;;;;;;;;
United Kingdom;EGUP;EN;Sculthorpe(AF MET);52,847;0,766;207;;;;;;;;;;
United Kingdom;EGUW;EN;Wattisham(RAF);52,124;0,957;282;METAR, TAF;;;;;;;;;
United Kingdom;EGUY;EN;Wyton(RAF);52,357;-0,108;135;METAR, TAF;;;;;;;;;
United Kingdom;EGVA;EN;Fairford(RAF);51,682;-1,79;276;METAR, TAF;;;;;;;;;
United Kingdom;EGVG;EN;Woodbridge(RAF);52,09;1,406;89;;;;;;;;;;
United Kingdom;EGVI;EN;Greenham Common(RAF);51,383;-1,283;390;;;;;;;;;;
United Kingdom;EGVJ;EN;Bentwaters(RAF);52,13;1,43;85;;;;;;;;;;
United Kingdom;EGVN;EN;Brize Norton(RAF);51,758;-1,578;272;METAR, TAF;;;;;;;;;
United Kingdom;EGVO;EN;Odiham(RAF);51,239;-0,945;387;METAR, TAF;;;;;;;;;
United Kingdom;EGVP;EN;Middle Wallop(AAF);51,139;-1,569;262;METAR, TAF;;;;;;;;;
United Kingdom;EGWC;EN;Cosford(RAF);52,64;-2,311;259;METAR, TAF;;;;;;;;;
United Kingdom;EGWU;EN;Northolt(RAF);51,549;-0,417;108;METAR, TAF;;;;;;;;;
United Kingdom;EGWZ;EN;Alconbury(RAF);52,374;-0,22;157;;;;;;;;;;
United Kingdom;EGXC;EN;Coningsby(RAF);53,094;-0,173;30;METAR, TAF;;;;;;;;;
United Kingdom;EGXD;EN;Dishforth(RAF);54,135;-1,414;98;METAR, TAF;;;;;;;;;
United Kingdom;EGXE;EN;Leeming(RAF);54,297;-1,533;98;METAR, TAF;;;;;;;;;
United Kingdom;EGXF;EN;North York;53,995;-1,481;266;;;;;;;;;;
United Kingdom;EGXG;EN;Church Fenton(RAF);53,836;-1,199;33;METAR, TAF;;;;;;;;;
United Kingdom;EGXH;EN;Honington(RAF);52,343;0,773;164;;;;;;;;;;
United Kingdom;EGXJ;EN;Cottesmore(RAF);52,727;-0,656;456;;;;;;;;;;
United Kingdom;EGXN;EN;Newton;52,966;-0,989;167;;;;;;;;;;
United Kingdom;EGXP;EN;Scampton(RAF);53,307;-0,548;190;METAR, TAF;;;;;;;;;
United Kingdom;EGXS;EN;Donna Nook(RAF);53,475;0,152;20;;;;;;;;;;
United Kingdom;EGXT;EN;Wittering Arpt(RAF);52,611;-0,461;243;METAR, TAF;;;;;;;;;
United Kingdom;EGXU;EN;Linton-On-Ouse(RAF);54,045;-1,251;46;METAR, TAF;;;;;;;;;
United Kingdom;EGXV;EN;Leconfield(RAF);53,876;-0,435;20;;;;;;;;;;
United Kingdom;EGXW;EN;Waddington Arpt(RAF);53,175;-0,523;230;METAR, TAF;;;;;;;;;
United Kingdom;EGXZ;EN;Topcliffe(RAF);54,205;-1,39;79;METAR, TAF;;;;;;;;;
United Kingdom;EGYC;EN;Coltishall(RAF);52,755;1,358;66;;;;;;;;;;
United Kingdom;EGYD;EN;Cranwell(RAF);53,031;-0,503;213;METAR, TAF;;;;;;;;;
United Kingdom;EGYE;EN;Barkston Heath(RAF);52,962;-0,562;344;METAR, TAF;;;;;;;;;
United Kingdom;EGYH;EN;Holbeach(AUTO);52,873;0,139;16;;;;;;;;;;
United Kingdom;EGYM;EN;Marham Arpt(RAF);52,648;0,567;82;METAR, TAF;;;;;;;;;
United Kingdom;EGYW;EN;Wainfleet (AUT);53,088;0,271;10;;;;;;;;;;
